"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","78-Pyelo","APECO1","BEN2908","CFT073","IHE3034","IMT5155","LF82","NRG857c","RS218","UIT89","chi7122"
"ydiE","","putative protein YdiE","11","11","1","1","8365","","","","191","191","191","MLKLJMNP_02346","CPCHNOAG_01746","MMFKLIDH_01698","BLOBBDCK_01907","HONHGEAM_01804","JFLNLICH_04291","NFALKJBE_01682","OKCJCEOA_01702","KJPMMKDD_01794","ALJJNEKE_01749","NOKOPPJF_01755"
"fixA_2","","Protein FixA","11","11","1","1","8357","","","","764","764","764","MLKLJMNP_02354","CPCHNOAG_01738","MMFKLIDH_01690","BLOBBDCK_01899","HONHGEAM_01796","JFLNLICH_04299","NFALKJBE_01674","OKCJCEOA_01694","KJPMMKDD_01786","ALJJNEKE_01741","NOKOPPJF_01747"
"ydiM","","Inner membrane transport protein YdiM","11","11","1","1","8350","","","","1214","1214","1214","MLKLJMNP_02362","CPCHNOAG_01731","MMFKLIDH_01683","BLOBBDCK_01891","HONHGEAM_01789","JFLNLICH_04307","NFALKJBE_01666","OKCJCEOA_01686","KJPMMKDD_01779","ALJJNEKE_01734","NOKOPPJF_01740"
"sufE","","Cysteine desulfuration protein SufE","11","11","1","1","8339","","","","416","416","416","MLKLJMNP_02373","CPCHNOAG_01720","MMFKLIDH_01672","BLOBBDCK_01880","HONHGEAM_01778","JFLNLICH_04318","NFALKJBE_01655","OKCJCEOA_01675","KJPMMKDD_01768","ALJJNEKE_01723","NOKOPPJF_01729"
"ydhW","","putative protein YdhW","11","11","1","1","8331","","","","638","638","638","MLKLJMNP_02380","CPCHNOAG_01713","MMFKLIDH_01665","BLOBBDCK_01873","HONHGEAM_01770","JFLNLICH_04325","NFALKJBE_01648","OKCJCEOA_01668","KJPMMKDD_01761","ALJJNEKE_01716","NOKOPPJF_01722"
"ydhX_1","","putative ferredoxin-like protein YdhX","11","11","1","1","8330","","","","668","668","668","MLKLJMNP_02381","CPCHNOAG_01712","MMFKLIDH_01664","BLOBBDCK_01872","HONHGEAM_01769","JFLNLICH_04326","NFALKJBE_01647","OKCJCEOA_01667","KJPMMKDD_01760","ALJJNEKE_01715","NOKOPPJF_01721"
"group_1796","","putative autotransporter","11","11","1","1","8325","","","","1256","1256","1256","MLKLJMNP_02388","CPCHNOAG_01703","MMFKLIDH_01657","BLOBBDCK_01865","HONHGEAM_01762","JFLNLICH_04333","NFALKJBE_01640","OKCJCEOA_01660","KJPMMKDD_01753","ALJJNEKE_01708","NOKOPPJF_01714"
"ydhC","","Inner membrane transport protein YdhC","11","11","1","1","8321","","","","1211","1235","1213","MLKLJMNP_02392","CPCHNOAG_01699","MMFKLIDH_01653","BLOBBDCK_01861","HONHGEAM_01758","JFLNLICH_04337","NFALKJBE_01636","OKCJCEOA_01656","KJPMMKDD_01749","ALJJNEKE_01704","NOKOPPJF_01710"
"ynhF","","putative protein YnhF","11","11","1","1","8318","","","","89","89","89","MLKLJMNP_02395","CPCHNOAG_01696","MMFKLIDH_01650","BLOBBDCK_01858","HONHGEAM_01755","JFLNLICH_04340","NFALKJBE_01633","OKCJCEOA_01653","KJPMMKDD_01746","ALJJNEKE_01701","NOKOPPJF_01707"
"mepH","","Murein DD-endopeptidase MepH","11","11","1","1","8315","","","","815","827","819","MLKLJMNP_02398","CPCHNOAG_01693","MMFKLIDH_01647","BLOBBDCK_01855","HONHGEAM_01752","JFLNLICH_04343","NFALKJBE_01630","OKCJCEOA_01650","KJPMMKDD_01743","ALJJNEKE_01698","NOKOPPJF_01704"
"rnt","","Ribonuclease T","11","11","1","1","8313","","","","647","662","648","MLKLJMNP_02400","CPCHNOAG_01691","MMFKLIDH_01645","BLOBBDCK_01853","HONHGEAM_01750","JFLNLICH_04345","NFALKJBE_01628","OKCJCEOA_01648","KJPMMKDD_01741","ALJJNEKE_01696","NOKOPPJF_01701"
"aaeB_1","","p-hydroxybenzoic acid efflux pump subunit AaeB","11","11","1","1","8305","","","","1964","2012","2007","MLKLJMNP_02407","CPCHNOAG_01684","MMFKLIDH_01638","BLOBBDCK_01846","HONHGEAM_01743","JFLNLICH_04352","NFALKJBE_01621","OKCJCEOA_01641","KJPMMKDD_01734","ALJJNEKE_01689","NOKOPPJF_01694"
"group_1802","","hypothetical protein","11","11","1","1","8278","","","","578","590","579","MLKLJMNP_02434","CPCHNOAG_01657","MMFKLIDH_01611","BLOBBDCK_01819","HONHGEAM_01716","JFLNLICH_04379","NFALKJBE_01594","OKCJCEOA_01614","KJPMMKDD_01707","ALJJNEKE_01662","NOKOPPJF_01665"
"manA","","Mannose-6-phosphate isomerase","11","11","1","1","8273","","","","1175","1175","1175","MLKLJMNP_02442","CPCHNOAG_01652","MMFKLIDH_01606","BLOBBDCK_01814","HONHGEAM_01711","JFLNLICH_04384","NFALKJBE_01589","OKCJCEOA_01609","KJPMMKDD_01702","ALJJNEKE_01657","NOKOPPJF_01659"
"tus","","DNA replication terminus site-binding protein","11","11","1","1","8269","","","","719","929","909","MLKLJMNP_02445","CPCHNOAG_01649","MMFKLIDH_01603","BLOBBDCK_01811","HONHGEAM_01708","JFLNLICH_04388","NFALKJBE_01586","OKCJCEOA_01606","KJPMMKDD_01699","ALJJNEKE_01654","NOKOPPJF_01656"
"rstA","","Transcriptional regulatory protein RstA","11","11","1","1","8267","","","","719","719","719","MLKLJMNP_02447","CPCHNOAG_01647","MMFKLIDH_01601","BLOBBDCK_01809","HONHGEAM_01706","JFLNLICH_04390","NFALKJBE_01584","OKCJCEOA_01604","KJPMMKDD_01697","ALJJNEKE_01652","NOKOPPJF_01654"
"folM","","Dihydromonapterin reductase","11","11","1","1","8265","","","","722","722","722","MLKLJMNP_02449","CPCHNOAG_01645","MMFKLIDH_01599","BLOBBDCK_01807","HONHGEAM_01704","JFLNLICH_04392","NFALKJBE_01582","OKCJCEOA_01602","KJPMMKDD_01695","ALJJNEKE_01650","NOKOPPJF_01652"
"asr","","Acid shock protein","11","11","1","1","8256","","","","194","308","297","MLKLJMNP_02458","CPCHNOAG_01636","MMFKLIDH_01590","BLOBBDCK_01798","HONHGEAM_01695","JFLNLICH_04401","NFALKJBE_01573","OKCJCEOA_01593","KJPMMKDD_01686","ALJJNEKE_01641","NOKOPPJF_01643"
"dmsC_2","","Anaerobic dimethyl sulfoxide reductase chain C","11","11","1","1","8247","","","","854","854","854","MLKLJMNP_02465","CPCHNOAG_01629","MMFKLIDH_01583","BLOBBDCK_01791","HONHGEAM_01688","JFLNLICH_04409","NFALKJBE_01566","OKCJCEOA_01586","KJPMMKDD_01679","ALJJNEKE_01634","NOKOPPJF_01636"
"ynfF","","putative dimethyl sulfoxide reductase chain YnfF","11","11","1","1","8245","","","","1532","2396","2238","MLKLJMNP_02467","CPCHNOAG_01627","MMFKLIDH_01581","BLOBBDCK_01789","HONHGEAM_01686","JFLNLICH_04411","NFALKJBE_01564","OKCJCEOA_01584","KJPMMKDD_01677","ALJJNEKE_01632","NOKOPPJF_01634"
"group_1811","","hypothetical protein","11","11","1","1","8240","","","","746","746","746","MLKLJMNP_02470","CPCHNOAG_01624","MMFKLIDH_01578","BLOBBDCK_01786","HONHGEAM_01682","JFLNLICH_04414","NFALKJBE_01560","OKCJCEOA_01580","KJPMMKDD_01674","ALJJNEKE_01629","NOKOPPJF_01631"
"group_1812","","hypothetical protein","11","11","1","1","8238","","","","341","341","341","MLKLJMNP_02472","CPCHNOAG_01622","MMFKLIDH_01576","BLOBBDCK_01784","HONHGEAM_01680","JFLNLICH_04416","NFALKJBE_01558","OKCJCEOA_01578","KJPMMKDD_01672","ALJJNEKE_01627","NOKOPPJF_01629"
"mgtS","","Small protein MgtS","11","11","1","1","3323","","","","95","95","95","MLKLJMNP_02483","CPCHNOAG_01611","MMFKLIDH_01565","BLOBBDCK_01773","HONHGEAM_01668","JFLNLICH_04427","NFALKJBE_01494","OKCJCEOA_01515","KJPMMKDD_01661","ALJJNEKE_01616","NOKOPPJF_01577"
"mngR_1","","Mannosyl-D-glycerate transport/metabolism system repressor MngR","11","11","1","1","3320","","","","413","698","672","MLKLJMNP_02486","CPCHNOAG_01608","MMFKLIDH_01562","BLOBBDCK_01770","HONHGEAM_01665","JFLNLICH_04430","NFALKJBE_01491","OKCJCEOA_01512","KJPMMKDD_01658","ALJJNEKE_01613","NOKOPPJF_01574"
"celA","","PTS system cellobiose-specific EIIB component","11","11","1","1","3319","","","","311","311","311","MLKLJMNP_02487","CPCHNOAG_01607","MMFKLIDH_01561","BLOBBDCK_01769","HONHGEAM_01664","JFLNLICH_04431","NFALKJBE_01490","OKCJCEOA_01511","KJPMMKDD_01657","ALJJNEKE_01612","NOKOPPJF_01573"
"chbA_1","","PTS system N,N'-diacetylchitobiose-specific EIIA component","11","11","1","1","3317","","","","311","311","311","MLKLJMNP_02489","CPCHNOAG_01605","MMFKLIDH_01559","BLOBBDCK_01767","HONHGEAM_01662","JFLNLICH_04433","NFALKJBE_01488","OKCJCEOA_01509","KJPMMKDD_01655","ALJJNEKE_01610","NOKOPPJF_01571"
"bglH_1","","Cryptic outer membrane porin BglH","11","11","1","1","3316","","","","1673","1673","1673","MLKLJMNP_02490","CPCHNOAG_01604","MMFKLIDH_01558","BLOBBDCK_01766","HONHGEAM_01661","JFLNLICH_04434","NFALKJBE_01487","OKCJCEOA_01508","KJPMMKDD_01654","ALJJNEKE_01609","NOKOPPJF_01570"
"bglA_1","","Aryl-phospho-beta-D-glucosidase BglA","11","11","1","1","3315","","","","1400","1439","1435","MLKLJMNP_02491","CPCHNOAG_01603","MMFKLIDH_01557","BLOBBDCK_01765","HONHGEAM_01660","JFLNLICH_04435","NFALKJBE_01486","OKCJCEOA_01507","KJPMMKDD_01653","ALJJNEKE_01608","NOKOPPJF_01569"
"group_1819","","hypothetical protein","11","11","1","1","3306","","","","359","359","359","MLKLJMNP_02500","CPCHNOAG_01594","MMFKLIDH_01548","BLOBBDCK_01756","HONHGEAM_01651","JFLNLICH_04445","NFALKJBE_01477","OKCJCEOA_01498","KJPMMKDD_01644","ALJJNEKE_01599","NOKOPPJF_01558"
"tam","","Trans-aconitate 2-methyltransferase","11","11","1","1","7568","","","","758","758","758","MLKLJMNP_02504","CPCHNOAG_01589","MMFKLIDH_01542","BLOBBDCK_01752","HONHGEAM_01646","JFLNLICH_04451","NFALKJBE_01473","OKCJCEOA_01494","KJPMMKDD_01639","ALJJNEKE_01594","NOKOPPJF_01553"
"fimG_1","","Protein FimG","11","11","1","1","7584","","","","308","503","467","MLKLJMNP_02510","CPCHNOAG_01578","MMFKLIDH_01534","BLOBBDCK_01741","HONHGEAM_01635","JFLNLICH_04462","NFALKJBE_01457","OKCJCEOA_01478","KJPMMKDD_01616","ALJJNEKE_01573","NOKOPPJF_01534"
"group_1823","","hypothetical protein","11","11","1","1","7593","","","","1010","2783","2299","MLKLJMNP_02520","CPCHNOAG_01569","MMFKLIDH_01525","BLOBBDCK_01732","HONHGEAM_01626","JFLNLICH_04471","NFALKJBE_01450","OKCJCEOA_01471","KJPMMKDD_01607","ALJJNEKE_01564","NOKOPPJF_01522"
"group_1824","","hypothetical protein","11","11","1","1","7601","","","","1154","1319","1304","MLKLJMNP_02523","CPCHNOAG_01566","MMFKLIDH_01522","BLOBBDCK_01729","HONHGEAM_01623","JFLNLICH_04477","NFALKJBE_01447","OKCJCEOA_01468","KJPMMKDD_01603","ALJJNEKE_01561","NOKOPPJF_01519"
"adhP","","Alcohol dehydrogenase, propanol-preferring","11","11","1","1","7608","","","","920","1010","1001","MLKLJMNP_02530","CPCHNOAG_01560","MMFKLIDH_01516","BLOBBDCK_01722","HONHGEAM_01617","JFLNLICH_04483","NFALKJBE_01441","OKCJCEOA_01462","KJPMMKDD_01597","ALJJNEKE_01555","NOKOPPJF_01506"
"narW","","putative nitrate reductase molybdenum cofactor assembly chaperone NarW","11","11","1","1","7621","","","","695","695","695","MLKLJMNP_02543","CPCHNOAG_01548","MMFKLIDH_01504","BLOBBDCK_01710","HONHGEAM_01605","JFLNLICH_04495","NFALKJBE_01429","OKCJCEOA_01450","KJPMMKDD_01585","ALJJNEKE_01543","NOKOPPJF_01493"
"nhoA","","Arylamine N-acetyltransferase","11","11","1","1","7624","","","","845","845","845","MLKLJMNP_02546","CPCHNOAG_01545","MMFKLIDH_01501","BLOBBDCK_01707","HONHGEAM_01602","JFLNLICH_04498","NFALKJBE_01426","OKCJCEOA_01447","KJPMMKDD_01582","ALJJNEKE_01540","NOKOPPJF_01490"
"group_1829","","hypothetical protein","11","11","1","1","7625","","","","569","569","569","MLKLJMNP_02547","CPCHNOAG_01544","MMFKLIDH_01500","BLOBBDCK_01706","HONHGEAM_01601","JFLNLICH_04499","NFALKJBE_01425","OKCJCEOA_01446","KJPMMKDD_01581","ALJJNEKE_01539","NOKOPPJF_01489"
"gstB_2","","hypothetical protein","11","11","1","1","7507","","","","176","617","216","MLKLJMNP_02556","CPCHNOAG_01537","MMFKLIDH_01488","BLOBBDCK_01690","HONHGEAM_01594","JFLNLICH_04505","NFALKJBE_01412","OKCJCEOA_01433","KJPMMKDD_01574","ALJJNEKE_01532","NOKOPPJF_01478"
"ortT","","Orphan toxin OrtT","11","11","1","1","7498","","","","173","173","173","MLKLJMNP_02563","CPCHNOAG_01529","MMFKLIDH_01480","BLOBBDCK_01681","HONHGEAM_01586","JFLNLICH_04513","NFALKJBE_01405","OKCJCEOA_01426","KJPMMKDD_01566","ALJJNEKE_01524","NOKOPPJF_01469"
"ydcV_3","","Inner membrane ABC transporter permease protein YdcV","11","11","1","1","7496","","","","644","794","780","MLKLJMNP_02565","CPCHNOAG_01527","MMFKLIDH_01478","BLOBBDCK_01679","HONHGEAM_01584","JFLNLICH_04515","NFALKJBE_01403","OKCJCEOA_01424","KJPMMKDD_01564","ALJJNEKE_01522","NOKOPPJF_01467"
"ydcS","","Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein","11","11","1","1","7493","","","","1145","1145","1145","MLKLJMNP_02568","CPCHNOAG_01524","MMFKLIDH_01475","BLOBBDCK_01676","HONHGEAM_01581","JFLNLICH_04518","NFALKJBE_01400","OKCJCEOA_01421","KJPMMKDD_01561","ALJJNEKE_01519","NOKOPPJF_01464"
"rlhA_1","","23S rRNA 5-hydroxycytidine synthase","11","11","1","1","7490","","","","1961","2003","1999","MLKLJMNP_02571","CPCHNOAG_01521","MMFKLIDH_01472","BLOBBDCK_01673","HONHGEAM_01578","JFLNLICH_04521","NFALKJBE_01397","OKCJCEOA_01418","KJPMMKDD_01558","ALJJNEKE_01516","NOKOPPJF_01460"
"sutR","","HTH-type transcriptional regulator SutR","11","11","1","1","7489","","","","536","536","536","MLKLJMNP_02572","CPCHNOAG_01520","MMFKLIDH_01471","BLOBBDCK_01672","HONHGEAM_01577","JFLNLICH_04522","NFALKJBE_01396","OKCJCEOA_01417","KJPMMKDD_01557","ALJJNEKE_01515","NOKOPPJF_01459"
"group_1838","","hypothetical protein","11","11","1","1","7484","","","","980","980","980","MLKLJMNP_02577","CPCHNOAG_01515","MMFKLIDH_01466","BLOBBDCK_01667","HONHGEAM_01572","JFLNLICH_04527","NFALKJBE_01391","OKCJCEOA_01412","KJPMMKDD_01552","ALJJNEKE_01510","NOKOPPJF_01453"
"group_1839","","putative protein","11","11","1","1","7480","","","","1343","1343","1343","MLKLJMNP_02581","CPCHNOAG_01511","MMFKLIDH_01462","BLOBBDCK_01663","HONHGEAM_01568","JFLNLICH_04531","NFALKJBE_01387","OKCJCEOA_01408","KJPMMKDD_01547","ALJJNEKE_01506","NOKOPPJF_01449"
"group_1840","","hypothetical protein","11","11","1","1","7477","","","","173","173","173","MLKLJMNP_02584","CPCHNOAG_01508","MMFKLIDH_01459","BLOBBDCK_01660","HONHGEAM_01565","JFLNLICH_04534","NFALKJBE_01384","OKCJCEOA_01405","KJPMMKDD_01544","ALJJNEKE_01503","NOKOPPJF_01445"
"cybB","","Cytochrome b561","11","11","1","1","7476","","","","530","530","530","MLKLJMNP_02585","CPCHNOAG_01507","MMFKLIDH_01458","BLOBBDCK_01659","HONHGEAM_01564","JFLNLICH_04535","NFALKJBE_01383","OKCJCEOA_01404","KJPMMKDD_01543","ALJJNEKE_01502","NOKOPPJF_01444"
"ydcF","","Protein YdcF","11","11","1","1","7473","","","","800","800","800","MLKLJMNP_02588","CPCHNOAG_01504","MMFKLIDH_01455","BLOBBDCK_01656","HONHGEAM_01561","JFLNLICH_04538","NFALKJBE_01380","OKCJCEOA_01401","KJPMMKDD_01540","ALJJNEKE_01499","NOKOPPJF_01441"
"ynbD","","putative protein YnbD","11","11","1","1","7470","","","","1268","1316","1272","MLKLJMNP_02591","CPCHNOAG_01501","MMFKLIDH_01452","BLOBBDCK_01653","HONHGEAM_01558","JFLNLICH_04541","NFALKJBE_01377","OKCJCEOA_01398","KJPMMKDD_01537","ALJJNEKE_01496","NOKOPPJF_01438"
"ynbA","","Inner membrane protein YnbA","11","11","1","1","3448","","","","605","605","605","MLKLJMNP_02594","CPCHNOAG_01498","MMFKLIDH_01449","BLOBBDCK_01650","HONHGEAM_01555","JFLNLICH_04543","NFALKJBE_01374","OKCJCEOA_01395","KJPMMKDD_01534","ALJJNEKE_01493","NOKOPPJF_01435"
"group_1846","","hypothetical protein","11","11","1","1","3470","","","","326","326","326","MLKLJMNP_02597","CPCHNOAG_01495","MMFKLIDH_01446","BLOBBDCK_01646","HONHGEAM_01552","JFLNLICH_04547","NFALKJBE_01371","OKCJCEOA_01392","KJPMMKDD_01530","ALJJNEKE_01490","NOKOPPJF_01415"
"group_1847","","hypothetical protein","11","11","1","1","3471","","","","185","185","185","MLKLJMNP_02598","CPCHNOAG_01494","MMFKLIDH_01445","BLOBBDCK_01645","HONHGEAM_01551","JFLNLICH_04548","NFALKJBE_01370","OKCJCEOA_01391","KJPMMKDD_01529","ALJJNEKE_01489","NOKOPPJF_01414"
"ycjY_2","","putative protein YcjY","11","11","1","1","3536","","","","920","920","920","MLKLJMNP_02625","CPCHNOAG_01405","MMFKLIDH_01420","BLOBBDCK_01620","HONHGEAM_01526","JFLNLICH_04574","NFALKJBE_01345","OKCJCEOA_01366","KJPMMKDD_01503","ALJJNEKE_01464","NOKOPPJF_01389"
"ccpA","","Catabolite control protein A","11","11","1","1","3527","","","","998","998","998","MLKLJMNP_02633","CPCHNOAG_01397","MMFKLIDH_01412","BLOBBDCK_01611","HONHGEAM_01518","JFLNLICH_04582","NFALKJBE_01337","OKCJCEOA_01358","KJPMMKDD_01495","ALJJNEKE_01456","NOKOPPJF_01381"
"ycjU","","Beta-phosphoglucomutase","11","11","1","1","3524","","","","659","659","659","MLKLJMNP_02636","CPCHNOAG_01394","MMFKLIDH_01409","BLOBBDCK_01608","HONHGEAM_01515","JFLNLICH_04585","NFALKJBE_01334","OKCJCEOA_01355","KJPMMKDD_01492","ALJJNEKE_01453","NOKOPPJF_01378"
"ycjT","","Kojibiose phosphorylase","11","11","1","1","3523","","","","2267","2267","2267","MLKLJMNP_02637","CPCHNOAG_01393","MMFKLIDH_01408","BLOBBDCK_01607","HONHGEAM_01514","JFLNLICH_04586","NFALKJBE_01333","OKCJCEOA_01354","KJPMMKDD_01491","ALJJNEKE_01452","NOKOPPJF_01377"
"ycjO","","Inner membrane ABC transporter permease protein YcjO","11","11","1","1","3517","","","","767","881","870","MLKLJMNP_02642","CPCHNOAG_01387","MMFKLIDH_01403","BLOBBDCK_01602","HONHGEAM_01509","JFLNLICH_04591","NFALKJBE_01328","OKCJCEOA_01349","KJPMMKDD_01486","ALJJNEKE_01447","NOKOPPJF_01372"
"group_1857","","hypothetical protein","11","11","1","1","3487","","","","1127","1127","1127","MLKLJMNP_02663","CPCHNOAG_01366","MMFKLIDH_01382","BLOBBDCK_01581","HONHGEAM_01488","JFLNLICH_04613","NFALKJBE_01306","OKCJCEOA_01327","KJPMMKDD_01465","ALJJNEKE_01426","NOKOPPJF_01348"
"group_1858","","hypothetical protein","11","11","1","1","7230","","","","167","167","167","MLKLJMNP_02676","CPCHNOAG_01353","MMFKLIDH_01369","BLOBBDCK_01568","HONHGEAM_01475","JFLNLICH_04628","NFALKJBE_01293","OKCJCEOA_01314","KJPMMKDD_01452","ALJJNEKE_01413","NOKOPPJF_01333"
"ymiA","","Protein YmiA","11","11","1","1","7231","","","","128","128","128","MLKLJMNP_02677","CPCHNOAG_01352","MMFKLIDH_01368","BLOBBDCK_01567","HONHGEAM_01474","JFLNLICH_04629","NFALKJBE_01292","OKCJCEOA_01313","KJPMMKDD_01451","ALJJNEKE_01412","NOKOPPJF_01332"
"trpC","","Tryptophan biosynthesis protein TrpCF","11","11","1","1","7244","","","","1358","1358","1358","MLKLJMNP_02690","CPCHNOAG_01339","MMFKLIDH_01355","BLOBBDCK_01553","HONHGEAM_01461","JFLNLICH_04642","NFALKJBE_01279","OKCJCEOA_01300","KJPMMKDD_01438","ALJJNEKE_01399","NOKOPPJF_01320"
"yciF","","Protein YciF","11","11","1","1","7248","","","","500","503","500","MLKLJMNP_02693","CPCHNOAG_01335","MMFKLIDH_01351","BLOBBDCK_01550","HONHGEAM_01457","JFLNLICH_04646","NFALKJBE_01275","OKCJCEOA_01296","KJPMMKDD_01434","ALJJNEKE_01395","NOKOPPJF_01316"
"yciE","","Protein YciE","11","11","1","1","7252","","","","506","506","506","MLKLJMNP_02694","CPCHNOAG_01334","MMFKLIDH_01350","BLOBBDCK_01549","HONHGEAM_01456","JFLNLICH_04647","NFALKJBE_01274","OKCJCEOA_01295","KJPMMKDD_01433","ALJJNEKE_01394","NOKOPPJF_01315"
"yciI","","Protein YciI","11","11","1","1","8215","","","","296","392","304","MLKLJMNP_02766","CPCHNOAG_01269","MMFKLIDH_01273","BLOBBDCK_01543","HONHGEAM_01391","JFLNLICH_04653","NFALKJBE_01268","OKCJCEOA_01289","KJPMMKDD_01365","ALJJNEKE_01329","NOKOPPJF_01309"
"group_1872","","hypothetical protein","11","11","1","1","8204","","","","554","647","638","MLKLJMNP_02777","CPCHNOAG_01258","MMFKLIDH_01262","BLOBBDCK_01532","HONHGEAM_01380","JFLNLICH_04664","NFALKJBE_01257","OKCJCEOA_01278","KJPMMKDD_01354","ALJJNEKE_01318","NOKOPPJF_01298"
"group_1873","","hypothetical protein","11","11","1","1","8181","","","","218","218","218","MLKLJMNP_02795","CPCHNOAG_01240","MMFKLIDH_01244","BLOBBDCK_01508","HONHGEAM_01362","JFLNLICH_04682","NFALKJBE_01233","OKCJCEOA_01254","KJPMMKDD_01335","ALJJNEKE_01300","NOKOPPJF_01282"
"chaC","","Glutathione-specific gamma-glutamylcyclotransferase","11","11","1","1","8176","","","","638","716","708","MLKLJMNP_02800","CPCHNOAG_01235","MMFKLIDH_01239","BLOBBDCK_01503","HONHGEAM_01357","JFLNLICH_04687","NFALKJBE_01228","OKCJCEOA_01249","KJPMMKDD_01330","ALJJNEKE_01295","NOKOPPJF_01277"
"ychQ","","Protein YchQ","11","11","1","1","8168","","","","263","392","380","MLKLJMNP_02806","CPCHNOAG_01229","MMFKLIDH_01233","BLOBBDCK_01497","HONHGEAM_01351","JFLNLICH_04693","NFALKJBE_01222","OKCJCEOA_01243","KJPMMKDD_01324","ALJJNEKE_01289","NOKOPPJF_01270"
"dhaL_1","","PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL","11","11","1","1","8154","","","","632","632","632","MLKLJMNP_02819","CPCHNOAG_01215","MMFKLIDH_01219","BLOBBDCK_01484","HONHGEAM_01337","JFLNLICH_04707","NFALKJBE_01209","OKCJCEOA_01230","KJPMMKDD_01310","ALJJNEKE_01275","NOKOPPJF_01254"
"dhaM","","PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM","11","11","1","1","8153","","","","1418","1418","1418","MLKLJMNP_02820","CPCHNOAG_01214","MMFKLIDH_01218","BLOBBDCK_01483","HONHGEAM_01336","JFLNLICH_04708","NFALKJBE_01208","OKCJCEOA_01229","KJPMMKDD_01309","ALJJNEKE_01274","NOKOPPJF_01253"
"treA","","Periplasmic trehalase","11","11","1","1","8152","","","","1697","1697","1697","MLKLJMNP_02821","CPCHNOAG_01213","MMFKLIDH_01217","BLOBBDCK_01482","HONHGEAM_01335","JFLNLICH_04709","NFALKJBE_01207","OKCJCEOA_01228","KJPMMKDD_01308","ALJJNEKE_01273","NOKOPPJF_01252"
"nhaB","","Na(+)/H(+) antiporter NhaB","11","11","1","1","8134","","","","1514","1541","1538","MLKLJMNP_02837","CPCHNOAG_01197","MMFKLIDH_01201","BLOBBDCK_01466","HONHGEAM_01319","JFLNLICH_04725","NFALKJBE_01191","OKCJCEOA_01212","KJPMMKDD_01292","ALJJNEKE_01257","NOKOPPJF_01240"
"umuD","","Protein UmuD","11","11","1","1","8131","","","","419","419","419","MLKLJMNP_02840","CPCHNOAG_01194","MMFKLIDH_01198","BLOBBDCK_01463","HONHGEAM_01316","JFLNLICH_04728","NFALKJBE_01188","OKCJCEOA_01209","KJPMMKDD_01289","ALJJNEKE_01254","NOKOPPJF_01237"
"group_1884","","hypothetical protein","11","11","1","1","8130","","","","446","569","457","MLKLJMNP_02841","CPCHNOAG_01193","MMFKLIDH_01197","BLOBBDCK_01462","HONHGEAM_01315","JFLNLICH_04729","NFALKJBE_01187","OKCJCEOA_01208","KJPMMKDD_01288","ALJJNEKE_01253","NOKOPPJF_01234"
"ycgL","","Protein YcgL","11","11","1","1","8127","","","","293","293","293","MLKLJMNP_02843","CPCHNOAG_01191","MMFKLIDH_01195","BLOBBDCK_01460","HONHGEAM_01313","JFLNLICH_04731","NFALKJBE_01185","OKCJCEOA_01206","KJPMMKDD_01286","ALJJNEKE_01251","NOKOPPJF_01232"
"bluF","","Blue light- and temperature-regulated antirepressor BluF","11","11","1","1","5905","","","","1211","1211","1211","MLKLJMNP_02861","CPCHNOAG_01175","MMFKLIDH_01179","BLOBBDCK_01444","HONHGEAM_01297","JFLNLICH_04748","NFALKJBE_01169","OKCJCEOA_01189","KJPMMKDD_01270","ALJJNEKE_01237","NOKOPPJF_01216"
"group_1903","","hypothetical protein","11","11","1","1","7956","","","","182","785","730","MLKLJMNP_02918","CPCHNOAG_01112","MMFKLIDH_01109","BLOBBDCK_01378","HONHGEAM_01235","JFLNLICH_03936","NFALKJBE_01107","OKCJCEOA_01111","KJPMMKDD_01209","ALJJNEKE_01176","NOKOPPJF_00768"
"lpoB","","Penicillin-binding protein activator LpoB","11","11","1","1","3363","","","","581","641","635","MLKLJMNP_02959","CPCHNOAG_01074","MMFKLIDH_01071","BLOBBDCK_01247","HONHGEAM_01196","JFLNLICH_03898","NFALKJBE_01067","OKCJCEOA_01071","KJPMMKDD_01168","ALJJNEKE_01137","NOKOPPJF_01182"
